index,k
688001,0.19416
371300,0.19416
246299,0.19416
218068,0.19416
182916,0.19416
701480,0.19416
464365,0.19416
341136,0.19416
366424,0.19416
108125,0.19416
540384,0.19416
20892,0.19416
193131,0.19416
553742,0.19416
608428,0.19416
621521,0.19416
344697,0.19416
243664,0.19416
456049,0.19416
425316,0.19416
680942,0.19416
59758,0.19416
242808,0.19416
3158,0.19416
521819,0.19416
236184,0.19416
632544,0.19416
542451,0.19416
379090,0.19416
34115,0.19416
248997,0.19416
682531,0.19416
191128,0.19416
45230,0.19416
486237,0.19416
467044,0.19416
129720,0.19416
640764,0.19416
639793,0.19416
673068,0.19416
49390,0.19416
141438,0.19416
356497,0.19416
230649,0.19416
638612,0.19416
503948,0.19416
681551,0.19416
373518,0.19416
212276,0.19416
124586,0.19416
630677,0.19416
22017,0.19416
485476,0.19416
469661,0.19416
255277,0.19416
80203,0.19416
560211,0.19416
255762,0.19416
463210,0.19416
399316,0.19416
117644,0.19416
245594,0.19416
31630,0.19416
351416,0.19416
242349,0.19416
442772,0.19416
547285,0.19416
657693,0.19416
384817,0.19416
488605,0.19416
572102,0.19416
5484,0.19416
208428,0.19416
660692,0.19416
691251,0.19416
540921,0.19416
406803,0.19416
530772,0.19416
181016,0.19416
355801,0.19416
635289,0.19416
312284,0.19416
388475,0.19416
449482,0.19416
593132,0.19416
152452,0.19416
634356,0.19416
95609,0.19416
531676,0.19416
576683,0.19416
465516,0.19416
675528,0.19416
338527,0.19416
180122,0.19416
22473,0.19416
86064,0.19416
502178,0.19416
682005,0.19416
325799,0.19416
642096,0.19416
670828,0.19416
521214,0.19416
198195,0.19416
230803,0.19416
75472,0.19416
604505,0.19416
599899,0.19416
442806,0.19416
272334,0.19416
477849,0.19416
342940,0.19416
339940,0.19416
219259,0.19416
493212,0.19416
38878,0.19416
703462,0.19416
550566,0.19416
289868,0.19416
666503,0.19416
707592,0.19416
308243,0.19416
656839,0.19416
674377,0.19416
312107,0.19416
10457,0.19416
232741,0.19416
538331,0.19416
288766,0.19416
61397,0.19416
696170,0.19416
259375,0.19416
309883,0.19416
527975,0.19416
298947,0.19416
15977,0.19416
569323,0.19416
533881,0.19416
372743,0.19416
2749,0.19416
633713,0.19416
226722,0.19416
210776,0.19416
152579,0.19416
376581,0.19416
236134,0.19416
92095,0.19416
645794,0.19416
266195,0.19416
328621,0.19416
647516,0.19416
44781,0.19416
31902,0.19416
295555,0.19416
512795,0.19416
39792,0.19416
580275,0.19416
600042,0.19416
622489,0.19416
358495,0.19416
452444,0.19416
269521,0.19416
529635,0.19416
652464,0.19416
631671,0.19416
502978,0.19416
266917,0.19416
156420,0.19416
194768,0.19416
676255,0.19416
260279,0.19416
262327,0.19416
484971,0.19416
452089,0.19416
357093,0.19416
348288,0.19416
523063,0.19416
375929,0.19416
246369,0.19416
649340,0.19416
588759,0.19416
64886,0.19416
215482,0.19416
242478,0.19416
214037,0.19416
683677,0.19416
612262,0.19416
459496,0.19416
537383,0.19416
31393,0.19416
31545,0.19416
142654,0.19416
251108,0.19416
361883,0.19416
409564,0.19416
499465,0.19416
186062,0.19416
467919,0.19416
602007,0.19416
631649,0.19416
415815,0.19416
688798,0.19416
235335,0.19416
263362,0.19416
581798,0.19416
613269,0.19416
634028,0.19416
640384,0.19416
153540,0.19416
555123,0.19416
322385,0.19416
410409,0.19416
243586,0.19416
170943,0.19416
380844,0.19416
354970,0.19416
101474,0.19416
342216,0.19416
318339,0.19416
312348,0.19416
418056,0.19416
533604,0.19416
297081,0.19416
129119,0.19416
271476,0.19416
427116,0.19416
533647,0.19416
633348,0.19416
317873,0.19416
487635,0.19416
485695,0.19416
392818,0.19416
464087,0.19416
473261,0.19416
314773,0.19416
539354,0.19416
632192,0.19416
646384,0.19416
287117,0.19416
183042,0.19416
352846,0.19416
116621,0.19416
500809,0.19416
687686,0.19416
290727,0.19416
64674,0.19416
555881,0.19416
320930,0.19416
539083,0.19416
614772,0.19416
529909,0.19416
617783,0.19416
226881,0.19416
116284,0.19416
439167,0.19416
115840,0.19416
104870,0.19416
255531,0.19416
568129,0.19416
153498,0.19416
627940,0.19416
562471,0.19416
7631,0.19416
528726,0.19416
549957,0.19416
603413,0.19416
66803,0.19416
139528,0.19416
328990,0.19416
259111,0.19416
687424,0.19416
641690,0.19416
401023,0.19416
273056,0.19416
99931,0.19416
152214,0.19416
687314,0.19416
536670,0.19416
710963,0.19416
567155,0.19416
108012,0.19416
655937,0.19416
332783,0.19416
680880,0.19416
106801,0.19416
333164,0.19416
159111,0.19416
631326,0.19416
475583,0.19416
142804,0.19416
427044,0.19416
188256,0.19416
64161,0.19416
113544,0.19416
708416,0.19416
420785,0.19416
586666,0.19416
383152,0.19416
584418,0.19416
398609,0.19416
68476,0.19416
498937,0.19416
703558,0.19416
384009,0.19416
556416,0.19416
561248,0.19416
354089,0.19416
184886,0.19416
422241,0.19416
406342,0.19416
259986,0.19416
50883,0.19416
469193,0.19416
3075,0.19416
273688,0.19416
263827,0.19416
106333,0.19416
187538,0.19416
125611,0.19416
98136,0.19416
39470,0.19416
393509,0.19416
279686,0.19416
76381,0.19416
65358,0.19416
558696,0.19416
36057,0.19416
186826,0.19416
197929,0.19416
686690,0.19416
440241,0.19416
308624,0.19416
145003,0.19416
301660,0.19416
340829,0.19416
10596,0.19416
360251,0.19416
672288,0.19416
627504,0.19416
138736,0.19416
342280,0.19416
670037,0.19416
573923,0.19416
205623,0.19416
387516,0.19416
105731,0.19416
689767,0.19416
577610,0.19416
445816,0.19416
435193,0.19416
113182,0.19416
414855,0.19416
252479,0.19416
627105,0.19416
180410,0.19416
324941,0.19416
497022,0.19416
701166,0.19416
232564,0.19416
150463,0.19416
84335,0.19416
420495,0.19416
669203,0.19416
596008,0.19416
209642,0.19416
604086,0.19416
438618,0.19416
537366,0.19416
300499,0.19416
677963,0.19416
105210,0.19416
631223,0.19416
28059,0.19416
627916,0.19416
305540,0.19416
32285,0.19416
582653,0.19416
216636,0.19416
48620,0.19416
329922,0.19416
365626,0.19416
297177,0.19416
197690,0.19416
580493,0.19416
6049,0.19416
629960,0.19416
326024,0.19416
652638,0.19416
69898,0.19416
70483,0.19416
470344,0.19416
507471,0.19416
112758,0.19416
552294,0.19416
14071,0.19416
485496,0.19416
251361,0.19416
375442,0.19416
503280,0.19416
483922,0.19416
555250,0.19416
48241,0.19416
275121,0.19416
366594,0.19416
367899,0.19416
627059,0.19416
678634,0.19416
654972,0.19416
671374,0.19416
700418,0.19416
599653,0.19416
294004,0.19416
671845,0.19416
184405,0.19416
621904,0.19416
318486,0.19416
431546,0.19416
294942,0.19416
36324,0.19416
391147,0.19416
234265,0.19416
641973,0.19416
196918,0.19416
264135,0.19416
446840,0.19416
465370,0.19416
11427,0.19416
451064,0.19416
186746,0.19416
65713,0.19416
302913,0.19416
260355,0.19416
282667,0.19416
111698,0.19416
444142,0.19416
46449,0.19416
92154,0.19416
607073,0.19416
627099,0.19416
425792,0.19416
529613,0.19416
43940,0.19416
224710,0.19416
55698,0.19416
669734,0.19416
627220,0.19416
568665,0.19416
468597,0.19416
520474,0.19416
420482,0.19416
50258,0.19416
38972,0.19416
247074,0.19416
712413,0.19416
164021,0.19416
30770,0.19416
445466,0.19416
112515,0.19416
533246,0.19416
246049,0.19416
145482,0.19416
686223,0.19416
476144,0.19416
91264,0.19416
508889,0.19416
384053,0.19416
59028,0.19416
93351,0.19416
601910,0.19416
98130,0.19416
562988,0.19416
696802,0.19416
142354,0.19416
251247,0.19416
237718,0.19416
498953,0.19416
115335,0.19416
311508,0.19416
125666,0.19416
469377,0.19416
62817,0.19416
153053,0.19416
201239,0.19416
642703,0.19416
655603,0.19416
504220,0.19416
240992,0.19416
250853,0.19416
110703,0.19416
533835,0.19416
568792,0.19416
501408,0.19416
307017,0.19416
683571,0.19416
585897,0.19416
441063,0.19416
592486,0.19416
468298,0.19416
591609,0.19416
615181,0.19416
616862,0.19416
714802,0.19416
74667,0.19416
571253,0.19416
232212,0.19416
177165,0.19416
371843,0.19416
548618,0.19416
600196,0.19416
348140,0.19416
614660,0.19416
616743,0.19416
695124,0.19416
357492,0.19416
203549,0.19416
317116,0.19416
194855,0.19416
43907,0.19416
237736,0.19416
107137,0.19416
360949,0.19416
156375,0.19416
506939,0.19416
423674,0.19416
55364,0.19416
255248,0.19416
481604,0.19416
204011,0.19416
163252,0.19416
247728,0.19416
475614,0.19416
538235,0.19416
199981,0.19416
318083,0.19416
122972,0.19416
73683,0.19416
716353,0.19416
660174,0.19416
31081,0.19416
591415,0.19416
608261,0.19416
599940,0.19416
385341,0.19416
483174,0.19416
569113,0.19416
413134,0.19416
373397,0.19416
671972,0.19416
406700,0.19416
335825,0.19416
157568,0.19416
640045,0.19416
610154,0.19416
610180,0.19416
299058,0.19416
66134,0.19416
628779,0.19416
561066,0.19416
31677,0.19416
288204,0.19416
668301,0.19416
713401,0.19416
386953,0.19416
424801,0.19416
377037,0.19416
552463,0.19416
570404,0.19416
477997,0.19416
369258,0.19416
73742,0.19416
527469,0.19416
165554,0.19416
250143,0.19416
169365,0.19416
247287,0.19416
554428,0.19416
202276,0.19416
138872,0.19416
600378,0.19416
107162,0.19416
225689,0.19416
95441,0.19416
319641,0.19416
397156,0.19416
123823,0.19416
486583,0.19416
274741,0.19416
130057,0.19416
19981,0.19416
172964,0.19416
14134,0.19416
147512,0.19416
596550,0.19416
100087,0.19416
541951,0.19416
614299,0.19416
212966,0.19416
282173,0.19416
135094,0.19416
119796,0.19416
404030,0.19416
301923,0.19416
611609,0.19416
600813,0.19416
320738,0.19416
240859,0.19416
640362,0.19416
321509,0.19416
102798,0.19416
480717,0.19416
509389,0.19416
26166,0.19416
490992,0.19416
61774,0.19416
708154,0.19416
84000,0.19416
373039,0.19416
149473,0.19416
293380,0.19416
116881,0.19416
389049,0.19416
499443,0.19416
510030,0.19416
445839,0.19416
446430,0.19416
558913,0.19416
526902,0.19416
394736,0.19416
418295,0.19416
283358,0.19416
72792,0.19416
210793,0.19416
366567,0.19416
676662,0.19416
169584,0.19416
630146,0.19416
531518,0.19416
198082,0.19416
45887,0.19416
636909,0.19416
509024,0.19416
527847,0.19416
564592,0.19416
637785,0.19416
592931,0.19416
448693,0.19416
53079,0.19416
674657,0.19416
257081,0.19416
539627,0.19416
648575,0.19416
586290,0.19416
363858,0.19416
512079,0.19416
335775,0.19416
495807,0.19416
166585,0.19416
426826,0.19416
10900,0.19416
613243,0.19416
448106,0.19416
92482,0.19416
166970,0.19416
50120,0.19416
109761,0.19416
155583,0.19416
17080,0.19416
594699,0.19416
98382,0.19416
258043,0.19416
430928,0.19416
345133,0.19416
151044,0.19416
605587,0.19416
425063,0.19416
570454,0.19416
690653,0.19416
693001,0.19416
126178,0.19416
500628,0.19416
100786,0.19416
532515,0.19416
620193,0.19416
285397,0.19416
385576,0.19416
187280,0.19416
327837,0.19416
677792,0.19416
549129,0.19416
253869,0.19416
39019,0.19416
665707,0.19416
132791,0.19416
661858,0.19416
371814,0.19416
274763,0.19416
56725,0.19416
429553,0.19416
46512,0.19416
669001,0.19416
454027,0.19416
650051,0.19416
135155,0.19416
318395,0.19416
547778,0.19416
108699,0.19416
669844,0.19416
365174,0.19416
280223,0.19416
302245,0.19416
565524,0.19416
82854,0.19416
144497,0.19416
607496,0.19416
126782,0.19416
315936,0.19416
50174,0.19416
96106,0.19416
260004,0.19416
276137,0.19416
265839,0.19416
486176,0.19416
460319,0.19416
64053,0.19416
645713,0.19416
11187,0.19416
568806,0.19416
158194,0.19416
357678,0.19416
292977,0.19416
328931,0.19416
469634,0.19416
452397,0.19416
127653,0.19416
392710,0.19416
193560,0.19416
452031,0.19416
693884,0.19416
248449,0.19416
419788,0.19416
575105,0.19416
616116,0.19416
583741,0.19416
59926,0.19416
90290,0.19416
263563,0.19416
686094,0.19416
11254,0.19416
372260,0.19416
33563,0.19416
495003,0.19416
18143,0.19416
213369,0.19416
407783,0.19416
424629,0.19416
485223,0.19416
262782,0.19416
319214,0.19416
121095,0.19416
704964,0.19416
331508,0.19416
169491,0.19416
397128,0.19416
602717,0.19416
210188,0.19416
183257,0.19416
20364,0.19416
468543,0.19416
544209,0.19416
455240,0.19416
699373,0.19416
263597,0.19416
697238,0.19416
250494,0.19416
659038,0.19416
204993,0.19416
297867,0.19416
67966,0.19416
601549,0.19416
177012,0.19416
306015,0.19416
223756,0.19416
39514,0.19416
574406,0.19416
644048,0.19416
209114,0.19416
455911,0.19416
30778,0.19416
647204,0.19416
705774,0.19416
590894,0.19416
120246,0.19416
144818,0.19416
308056,0.19416
501949,0.19416
715400,0.19416
672004,0.19416
591402,0.19416
170611,0.19416
209916,0.19416
564824,0.19416
211665,0.19416
558350,0.19416
260259,0.19416
73730,0.19416
172371,0.19416
273392,0.19416
180824,0.19416
627411,0.19416
650967,0.19416
97109,0.19416
694311,0.19416
188839,0.19416
510346,0.19416
145637,0.19416
622328,0.19416
16767,0.19416
429247,0.19416
157372,0.19416
650997,0.19416
520011,0.19416
646525,0.19416
334163,0.19416
9350,0.19416
120271,0.19416
675529,0.19416
223200,0.19416
10184,0.19416
274272,0.19416
598748,0.19416
293885,0.19416
234905,0.19416
287863,0.19416
638464,0.19416
279319,0.19416
550817,0.19416
636894,0.19416
255133,0.19416
504441,0.19416
547772,0.19416
610157,0.19416
643404,0.19416
288870,0.19416
694392,0.19416
442591,0.19416
557729,0.19416
367338,0.19416
585601,0.19416
174300,0.19416
523119,0.19416
390210,0.19416
692899,0.19416
613305,0.19416
418848,0.19416
344900,0.19416
58110,0.19416
624959,0.19416
86143,0.19416
501542,0.19416
97498,0.19416
450124,0.19416
447288,0.19416
578890,0.19416
455510,0.19416
93945,0.19416
485747,0.19416
590307,0.19416
693196,0.19416
44237,0.19416
425706,0.19416
654503,0.19416
462818,0.19416
271534,0.19416
525475,0.19416
231425,0.19416
177612,0.19416
305715,0.19416
107216,0.19416
388386,0.19416
83790,0.19416
172831,0.19416
401177,0.19416
481341,0.19416
634355,0.19416
425861,0.19416
655112,0.19416
289245,0.19416
11236,0.19416
419867,0.19416
198291,0.19416
215279,0.19416
656481,0.19416
57256,0.19416
249540,0.19416
365938,0.19416
100983,0.19416
157524,0.19416
693142,0.19416
444478,0.19416
685167,0.19416
538257,0.19416
712750,0.19416
243978,0.19416
179824,0.19416
324314,0.19416
95964,0.19416
249330,0.19416
483935,0.19416
458143,0.19416
460814,0.19416
501705,0.19416
29568,0.19416
708241,0.19416
116853,0.19416
491494,0.19416
401534,0.19416
265313,0.19416
579133,0.19416
293689,0.19416
707911,0.19416
39436,0.19416
132919,0.19416
432571,0.19416
544626,0.19416
612822,0.19416
682433,0.19416
119290,0.19416
350396,0.19416
447102,0.19416
130870,0.19416
445489,0.19416
674117,0.19416
451683,0.19416
153729,0.19416
96128,0.19416
655324,0.19416
635087,0.19416
366817,0.19416
211972,0.19416
231415,0.19416
688959,0.19416
177166,0.19416
638877,0.19416
329345,0.19416
604509,0.19416
234873,0.19416
284579,0.19416
161840,0.19416
200235,0.19416
257882,0.19416
46738,0.19416
512816,0.19416
22946,0.19416
714359,0.19416
485082,0.19416
183611,0.19416
543887,0.19416
676175,0.19416
229370,0.19416
80457,0.19416
497911,0.19416
460849,0.19416
244203,0.19416
238065,0.19416
265408,0.19416
593147,0.19416
288044,0.19416
354619,0.19416
31621,0.19416
421502,0.19416
382633,0.19416
287601,0.19416
716237,0.19416
634934,0.19416
400180,0.19416
73807,0.19416
495612,0.19416
229163,0.19416
109985,0.19416
659542,0.19416
80799,0.19416
605331,0.19416
579040,0.19416
536752,0.19416
114523,0.19416
256996,0.19416
574678,0.19416
659811,0.19416
563392,0.19416
635664,0.19416
144989,0.19416
519040,0.19416
646210,0.19416
379411,0.19416
592915,0.19416
594844,0.19416
159720,0.19416
110326,0.19416
394730,0.19416
662805,0.19416
450356,0.19416
475090,0.19416
402194,0.19416
134590,0.19416
114537,0.19416
85922,0.19416
22464,0.19416
447859,0.19416
51439,0.19416
629346,0.19416
183071,0.19416
440293,0.19416
393988,0.19416
649882,0.19416
415277,0.19416
303589,0.19416
166419,0.19416
419823,0.19416
288418,0.19416
585713,0.19416
381005,0.19416
496851,0.19416
274605,0.19416
188399,0.19416
568554,0.19416
610447,0.19416
441470,0.19416
673192,0.19416
261356,0.19416
567724,0.19416
329216,0.19416
169069,0.19416
135003,0.19416
110035,0.19416
149100,0.19416
202419,0.19416
427288,0.19416
337792,0.19416
476472,0.19416
489973,0.19416
155095,0.19416
267402,0.19416
601611,0.19416
348388,0.19416
692981,0.19416
28817,0.19416
171093,0.19416
158007,0.19416
40805,0.19416
40501,0.19416
646634,0.19416
184125,0.19416
476107,0.19416
192740,0.19416
711316,0.19416
659746,0.19416
196733,0.19416
586229,0.19416
17574,0.19416
645311,0.19416
394437,0.19416
528409,0.19416
181847,0.19416
313026,0.19416
206529,0.19416
201330,0.19416
335326,0.19416
393073,0.19416
161942,0.19416
290819,0.19416
201107,0.19416
299944,0.19416
59898,0.19416
45756,0.19416
140642,0.19416
14263,0.19416
569746,0.19416
385415,0.19416
75166,0.19416
201422,0.19416
627194,0.19416
466243,0.19416
607164,0.19416
155472,0.19416
372583,0.19416
252946,0.19416
161924,0.19416
611566,0.19416
134209,0.19416
559207,0.19416
546999,0.19416
162001,0.19416
511870,0.19416
321433,0.19416
133340,0.19416
714464,0.19416
551702,0.19416
414459,0.19416
39340,0.19416
543102,0.19416
337334,0.19416
555491,0.19416
682322,0.19416
369051,0.19416
354702,0.19416
121816,0.19416
391563,0.19416
659626,0.19416
309651,0.19416
659064,0.19416
93355,0.19416
316401,0.19416
205156,0.19416
667718,0.19416
510616,0.19416
60340,0.19416
161131,0.19416
557303,0.19416
702260,0.19416
284945,0.19416
257645,0.19416
470323,0.19416
32585,0.19416
566697,0.19416
47252,0.19416
321772,0.19416
541628,0.19416
618756,0.19416
434239,0.19416
670526,0.19416
430231,0.19416
289362,0.19416
210989,0.19416
326243,0.19416
483483,0.19416
585502,0.19416
322990,0.19416
644020,0.19416
537228,0.19416
342272,0.19416
689969,0.19416
385719,0.19416
183646,0.19416
577524,0.19416
445104,0.19416
77186,0.19416
391356,0.19416
160990,0.19416
566836,0.19416
279438,0.19416
645359,0.19416
221306,0.19416
326619,0.19416
643502,0.19416
41612,0.19416
582925,0.19416
629009,0.19416
190846,0.19416
215141,0.19416
49092,0.19416
194964,0.19416
656949,0.19416
98460,0.19416
230582,0.19416
640851,0.19416
587632,0.19416
364138,0.19416
215263,0.19416
553577,0.19416
215000,0.19416
139617,0.19416
692125,0.19416
247811,0.19416
302431,0.19416
75468,0.19416
441148,0.19416
62217,0.19416
93811,0.19416
131255,0.19416
368091,0.19416
637812,0.19416
229886,0.19416
667306,0.19416
656633,0.19416
279508,0.19416
205594,0.19416
105338,0.19416
101566,0.19416
121742,0.19416
448814,0.19416
421626,0.19416
283411,0.19416
103821,0.19416
616379,0.19416
370627,0.19416
298598,0.19416
293088,0.19416
691184,0.19416
198874,0.19416
6236,0.19416
60236,0.19416
386496,0.19416
585793,0.19416
684698,0.19416
51099,0.19416
198870,0.19416
359294,0.19416
409495,0.19416
87795,0.19416
335459,0.19416
27018,0.19416
137970,0.19416
227728,0.19416
29877,0.19416
159635,0.19416
502414,0.19416
495995,0.19416
203536,0.19416
32530,0.19416
297008,0.19416
670446,0.19416
703225,0.19416
574074,0.19416
180603,0.19416
228425,0.19416
654569,0.19416
242448,0.19416
578570,0.19416
456506,0.19416
139656,0.19416
421850,0.19416
91884,0.19416
22794,0.19416
652179,0.19416
445612,0.19416
592411,0.19416
669479,0.19416
53999,0.19416
440863,0.19416
285416,0.19416
97188,0.19416
574496,0.19416
394540,0.19416
635619,0.19416
38077,0.19416
518065,0.19416
437004,0.19416
127294,0.19416
39597,0.19416
429728,0.19416
87129,0.19416
146735,0.19416
501926,0.19416
65743,0.19416
418561,0.19416
289480,0.19416
705290,0.19416
342317,0.19416
39257,0.19416
558768,0.19416
9537,0.19416
602804,0.19416
539246,0.19416
201679,0.19416
590767,0.19416
613489,0.19416
412823,0.19416
682873,0.19416
658178,0.19416
228016,0.19416
416495,0.19416
173288,0.19416
450660,0.19416
286122,0.19416
277267,0.19416
511217,0.19416
262799,0.19416
281182,0.19416
470502,0.19416
695321,0.19416
309820,0.19416
482339,0.19416
658306,0.19416
5349,0.19416
309673,0.19416
430465,0.19416
74504,0.19416
69896,0.19416
575371,0.19416
671119,0.19416
435494,0.19416
182193,0.19416
495308,0.19416
97193,0.19416
555977,0.19416
49499,0.19416
116138,0.19416
4866,0.19416
192577,0.19416
464553,0.19416
345802,0.19416
33106,0.19416
216688,0.19416
704535,0.19416
56754,0.19416
266741,0.19416
684649,0.19416
231118,0.19416
386834,0.19416
664177,0.19416
73560,0.19416
82683,0.19416
700592,0.19416
228342,0.19416
623836,0.19416
228084,0.19416
584487,0.19416
551827,0.19416
495496,0.19416
295156,0.19416
431881,0.19416
234502,0.19416
9441,0.19416
193128,0.19416
676432,0.19416
167506,0.19416
633199,0.19416
215177,0.19416
142839,0.19416
110185,0.19416
424159,0.19416
514206,0.19416
129445,0.19416
581091,0.19416
477365,0.19416
499388,0.19416
264973,0.19416
431821,0.19416
202803,0.19416
367545,0.19416
687683,0.19416
389710,0.19416
636627,0.19416
488708,0.19416
434177,0.19416
154496,0.19416
350242,0.19416
279364,0.19416
657927,0.19416
4562,0.19416
486249,0.19416
77049,0.19416
410704,0.19416
476428,0.19416
420530,0.19416
389175,0.19416
353887,0.19416
535397,0.19416
648423,0.19416
21496,0.19416
296449,0.19416
579656,0.19416
333616,0.19416
635639,0.19416
535387,0.19416
404389,0.19416
555359,0.19416
73016,0.19416
655068,0.19416
6081,0.19416
601314,0.19416
584516,0.19416
579306,0.19416
396372,0.19416
515800,0.19416
411202,0.19416
393752,0.19416
395265,0.19416
211261,0.19416
206842,0.19416
508644,0.19416
37302,0.19416
5645,0.19416
341690,0.19416
506565,0.19416
434134,0.19416
137517,0.19416
220824,0.19416
581735,0.19416
440333,0.19416
171868,0.19416
14479,0.19416
287239,0.19416
281553,0.19416
218040,0.19416
473724,0.19416
11856,0.19416
579410,0.19416
377239,0.19416
524444,0.19416
287416,0.19416
16509,0.19416
362186,0.19416
553253,0.19416
614607,0.19416
3361,0.19416
385111,0.19416
541102,0.19416
537251,0.19416
546486,0.19416
104842,0.19416
425801,0.19416
35622,0.19416
116405,0.19416
459129,0.19416
26827,0.19416
158070,0.19416
464050,0.19416
49617,0.19416
32694,0.19416
270596,0.19416
159372,0.19416
119948,0.19416
95982,0.19416
512843,0.19416
162153,0.19416
114781,0.19416
375873,0.19416
501503,0.19416
79646,0.19416
189625,0.19416
380364,0.19416
550968,0.19416
622078,0.19416
376449,0.19416
370448,0.19416
213163,0.19416
405357,0.19416
577102,0.19416
370723,0.19416
92399,0.19416
243268,0.19416
102155,0.19416
117919,0.19416
391821,0.19416
422919,0.19416
215239,0.19416
482955,0.19416
323898,0.19416
543049,0.19416
599314,0.19416
535513,0.19416
74960,0.19416
48250,0.19416
579268,0.19416
493456,0.19416
244638,0.19416
541914,0.19416
220906,0.19416
137488,0.19416
673897,0.19416
568113,0.19416
30434,0.19416
252719,0.19416
47231,0.19416
324481,0.19416
337664,0.19416
163153,0.19416
581238,0.19416
106183,0.19416
199003,0.19416
89781,0.19416
208813,0.19416
161611,0.19416
7172,0.19416
243671,0.19416
298423,0.19416
570402,0.19416
125438,0.19416
365423,0.19416
409489,0.19416
423333,0.19416
522011,0.19416
219636,0.19416
458751,0.19416
545332,0.19416
232798,0.19416
424845,0.19416
507404,0.19416
238480,0.19416
263387,0.19416
102585,0.19416
382686,0.19416
60470,0.19416
307415,0.19416
356182,0.19416
239575,0.19416
308163,0.19416
5276,0.19416
705462,0.19416
542522,0.19416
469458,0.19416
209257,0.19416
709168,0.19416
613812,0.19416
375545,0.19416
85418,0.19416
341646,0.19416
144977,0.19416
89244,0.19416
212311,0.19416
328264,0.19416
363948,0.19416
602145,0.19416
446557,0.19416
627360,0.19416
105665,0.19416
584628,0.19416
244266,0.19416
345268,0.19416
697521,0.19416
197216,0.19416
139747,0.19416
561396,0.19416
430984,0.19416
25382,0.19416
598553,0.19416
680891,0.19416
578481,0.19416
255571,0.19416
526835,0.19416
359086,0.19416
289194,0.19416
707458,0.19416
224274,0.19416
306767,0.19416
500087,0.19416
162417,0.19416
211157,0.19416
343263,0.19416
595760,0.19416
466000,0.19416
54109,0.19416
442468,0.19416
323421,0.19416
417340,0.19416
128405,0.19416
347457,0.19416
501330,0.19416
8224,0.19416
381725,0.19416
602634,0.19416
456697,0.19416
454584,0.19416
161065,0.19416
231036,0.19416
102365,0.19416
178131,0.19416
336669,0.19416
547393,0.19416
693617,0.19416
674842,0.19416
695491,0.19416
620895,0.19416
338680,0.19416
422992,0.19416
54524,0.19416
472957,0.19416
661477,0.19416
283586,0.19416
3413,0.19416
3094,0.19416
57546,0.19416
714064,0.19416
231712,0.19416
512188,0.19416
419446,0.19416
323223,0.19416
229833,0.19416
470792,0.19416
215950,0.19416
143381,0.19416
673313,0.19416
543523,0.19416
314512,0.19416
119298,0.19416
435467,0.19416
367487,0.19416
469154,0.19416
681555,0.19416
553080,0.19416
169636,0.19416
263031,0.19416
672192,0.19416
510394,0.19416
380768,0.19416
81772,0.19416
541205,0.19416
342391,0.19416
359114,0.19416
639737,0.19416
454816,0.19416
393583,0.19416
8602,0.19416
73478,0.19416
413975,0.19416
98194,0.19416
451363,0.19416
113954,0.19416
234496,0.19416
287363,0.19416
283853,0.19416
484920,0.19416
296573,0.19416
196108,0.19416
630634,0.19416
59417,0.19416
246176,0.19416
495752,0.19416
675559,0.19416
92231,0.19416
346347,0.19416
706318,0.19416
317608,0.19416
428059,0.19416
593036,0.19416
60422,0.19416
111130,0.19416
6411,0.19416
586759,0.19416
704791,0.19416
319568,0.19416
39309,0.19416
500533,0.19416
619159,0.19416
144943,0.19416
400941,0.19416
56128,0.19416
422558,0.19416
332441,0.19416
286230,0.19416
267055,0.19416
713129,0.19416
11202,0.19416
446163,0.19416
514094,0.19416
29150,0.19416
318003,0.19416
672221,0.19416
132676,0.19416
411750,0.19416
664731,0.19416
545119,0.19416
245383,0.19416
31652,0.19416
436597,0.19416
21494,0.19416
17892,0.19416
74177,0.19416
274722,0.19416
382106,0.19416
34619,0.19416
104081,0.19416
111786,0.19416
668653,0.19416
100645,0.19416
90689,0.19416
97653,0.19416
121120,0.19416
352766,0.19416
649503,0.19416
248922,0.19416
409568,0.19416
94537,0.19416
297069,0.19416
524809,0.19416
191892,0.19416
555297,0.19416
692578,0.19416
579905,0.19416
23185,0.19416
37478,0.19416
384644,0.19416
87627,0.19416
604901,0.19416
684234,0.19416
299450,0.19416
204979,0.19416
346343,0.19416
176821,0.19416
554139,0.19416
464985,0.19416
70315,0.19416
689509,0.19416
88962,0.19416
49623,0.19416
233791,0.19416
1760,0.19416
266459,0.19416
414897,0.19416
3736,0.19416
67356,0.19416
251880,0.19416
657668,0.19416
202405,0.19416
703122,0.19416
63548,0.19416
582254,0.19416
166171,0.19416
89568,0.19416
512375,0.19416
327711,0.19416
94482,0.19416
262124,0.19416
120294,0.19416
109482,0.19416
468078,0.19416
37954,0.19416
49490,0.19416
203198,0.19416
598683,0.19416
24595,0.19416
635522,0.19416
459513,0.19416
380073,0.19416
92679,0.19416
330316,0.19416
369360,0.19416
636816,0.19416
368974,0.19416
60023,0.19416
441044,0.19416
363266,0.19416
271211,0.19416
461944,0.19416
641467,0.19416
7065,0.19416
628904,0.19416
129105,0.19416
502054,0.19416
29783,0.19416
321491,0.19416
379448,0.19416
188586,0.19416
424064,0.19416
654277,0.19416
24146,0.19416
275568,0.19416
318481,0.19416
202323,0.19416
